DENI,School_name,age,School_type,Management_type,year,Address,Postcode,Town,Protestant,Catholic,Other,Protestant_number,Catholic_number,Other_number,Total,Percentage_Protestant,Percentage_Catholic,Percentage_Other
3033317,St John's Primary School,Primary,Primary,RC Maintained,2012,49 BAY ROAD,BT440HJ,Ballymena,<5,>=5,<5,4,170,4,178.0,2.24719101124,95.5056179775,2.24719101124
3033320,St Patrick's Primary School,Primary,Primary,RC Maintained,2012,8 GORTAHAR ROAD,BT448SB,Ballymena,0,>=5,<5,0,201,4,205.0,0.0,98.0487804878,1.9512195122
3033326,St Brigid's Primary School,Primary,Primary,RC Maintained,2012,CASTLE STREET,BT536JX,Ballymoney,8,179,6,8,179,6,193.0,4.14507772021,92.7461139896,3.10880829016
3033709,St John's Primary School,Primary,Primary,RC Maintained,2012,HAZELBANK ROAD,BT513DX,Coleraine,0,>=5,<5,0,162,4,166.0,0.0,97.5903614458,2.40963855422
3036026,St Joseph's Primary School,Primary,Primary,RC Maintained,2012,15 GLENAVY ROAD,BT294LA,Crumlin,6,743,25,6,743,25,774.0,0.77519379845,95.9948320413,3.22997416021
3036039,St Mary's Primary School (glenview),Primary,Primary,RC Maintained,2012,47 GLEN ROAD,BT465AP,Maghera,<5,221,>=5,4,221,6,231.0,1.7316017316,95.670995671,2.5974025974
3036046,St Mary's-on-the-hill Primary School,Primary,Primary,RC Maintained,2012,142 CARNMONEY ROAD,BT366JU,Newtownabbey,0,>=5,<5,0,319,4,323.0,0.0,98.7616099071,1.23839009288
3036050,St Joseph's Primary School,Primary,Primary,RC Maintained,2012,54 GREYSTONE ROAD,BT411JZ,Antrim,<5,173,>=5,4,173,15,192.0,2.08333333333,90.1041666667,7.8125
3036100,St James' Primary School,Primary,Primary,RC Maintained,2012,17 KING'S WALK,BT370AS,Newtownabbey,48,195,62,48,195,62,305.0,15.737704918,63.9344262295,20.3278688525
3036103,St Brigid's Primary School,Primary,Primary,RC Maintained,2012,52 MAYOGALL ROAD,BT458PG,Magherafelt,<5,>=5,<5,4,203,4,211.0,1.89573459716,96.2085308057,1.89573459716
3036131,St Patrick's Primary School,Primary,Primary,RC Maintained,2012,244 GARRON ROAD,BT440RB,Ballymena,<5,>=5,<5,4,100,4,108.0,3.7037037037,92.5925925926,3.7037037037
3036139,St Macnissi's Primary School,Primary,Primary,RC Maintained,2012,CHRISTINE ROAD OFF MANSE ROAD,BT366UE,Newtownabbey,<5,>=5,<5,4,169,4,177.0,2.25988700565,95.4802259887,2.25988700565
3036147,St Columba's Primary School,Primary,Primary,RC Maintained,2012,3 AGIVEY ROAD,BT515UT,Coleraine,0,>=5,<5,0,180,4,184.0,0.0,97.8260869565,2.17391304348
3036154,St Patrick's Primary School,Primary,Primary,RC Maintained,2012,SHELTON ROAD,BT449JR,Ballymena,<5,>=5,<5,4,178,4,186.0,2.15053763441,95.6989247312,2.15053763441
3036243,St Joseph's Primary School,Primary,Primary,RC Maintained,2012,40 BRIDGE ROAD,BT449EF,Ballymena,0,>=5,<5,0,316,4,320.0,0.0,98.75,1.25
3036268,St Ciaran's Primary School,Primary,Primary,RC Maintained,2012,132 LAYDE ROAD,BT440NJ,Ballymena,<5,>=5,<5,4,52,4,60.0,6.66666666667,86.6666666667,6.66666666667
3036292,St Patrick's Primary School (glen),Primary,Primary,RC Maintained,2012,161 GLEN ROAD,BT465JN,Maghera,0,>=5,<5,0,166,4,170.0,0.0,97.6470588235,2.35294117647
3036559,St Patrick's & St Brigid's Primary School,Primary,Primary,RC Maintained,2012,19 MOYLE ROAD,BT546AN,Ballycastle,<5,354,>=5,4,354,7,365.0,1.09589041096,96.9863013699,1.91780821918
3036562,Holy Family Primary School,Primary,Primary,RC Maintained,2012,1A CASTLEDAWSON ROAD,BT456AX,Magherafelt,0,549,12,0,549,12,561.0,0.0,97.8609625668,2.13903743316
3036563,St Nicholas' Primary School,Primary,Primary,RC Maintained,2012,MINORCA PLACE,BT388AU,Carrickfergus,7,107,29,7,107,29,143.0,4.8951048951,74.8251748252,20.2797202797
3036575,St Macnissi's Primary School,Primary,Primary,RC Maintained,2012,23/25 AGNEW ST,BT401RF,Larne,<5,>=5,<5,4,206,4,214.0,1.8691588785,96.261682243,1.8691588785
3036666,St Colmcille's Primary School,Primary,Primary,RC Maintained,2012,Cullybackey Road,BT435DW,Ballymena,0,>=5,<5,0,296,4,300.0,0.0,98.6666666667,1.33333333333
3036679,St Brigid's Primary School,Primary,Primary,RC Maintained,2012,Broughshane Road,BT437DZ,Ballymena,<5,>=5,<5,4,323,4,331.0,1.2084592145,97.583081571,1.2084592145
3036683,St Paul's Primary School,Primary,Primary,RC Maintained,2012,32 Ballynafie Road,BT421LF,Ballymena,<5,20,<5,4,20,3,27.0,14.8148148148,74.0740740741,11.1111111111
3040451,Kilcoan Primary School,Primary,Primary,Other Maintained,2012,163 BROWNS BAY ROAD,BT403TQ,Larne,29,<5,>=5,29,4,6,39.0,74.358974359,10.2564102564,15.3846153846
3042162,Desertmartin Primary School,Primary,Primary,Other Maintained,2012,20 DROMORE ROAD,BT455JZ,Magherafelt,>=5,0,<5,24,0,4,28.0,85.7142857143,0.0,14.2857142857
3046653,Gaelscoil An Chaistil,Primary,Primary,Other Maintained,2012,5 BOTHAR AN HAITHE,BT546QQ,Ballycastle,0,60,20,0,60,20,80.0,0.0,75.0,25.0
3046678,Gaelscoil Na Spéiríní,Primary,Primary,Other Maintained,2012,53 Moneyneany Road,BT457EN,Magherafelt,0,>=5,<5,0,23,4,27.0,0.0,85.1851851852,14.8148148148
3046684,Gaelscoil Ghleann Darach,Primary,Primary,Other Maintained,2012,15 Glenavy Road,BT294LA,Crumlin,<5,>=5,<5,4,58,4,66.0,6.06060606061,87.8787878788,6.06060606061
3046685,Gaelscoil Eanna,Primary,Primary,Other Maintained,2012,C/O St Enda's GAA,BT367AU,Newtownabbey,0,>=5,<5,0,66,4,70.0,0.0,94.2857142857,5.71428571429
3046691,Gaelscoil An Tseanchaí,Primary,Primary,Other Maintained,2012,Killowen Drive,BT456DS,Magherafelt,<5,>=5,0,4,25,0,29.0,13.7931034483,86.2068965517,0.0
3050519,Carnlough Controlled Integrated Primary School,Primary,Primary,Controlled Integrated,2012,9 HARBOUR ROAD,BT440EU,Ballymena,18,14,8,18,14,8,40.0,45.0,35.0,20.0
3050791,Glengormley Integrated Primary School,Primary,Primary,Controlled Integrated,2012,166 CHURCH ROAD,BT366HJ,Newtownabbey,50,91,76,50,91,76,217.0,23.0414746544,41.935483871,35.0230414747
3050859,Crumlin Controlled Intergrated Primary School,Primary,Primary,Controlled Integrated,2012,27 MILL ROAD,BT294XL,Crumlin,104,23,36,104,23,36,163.0,63.8036809816,14.1104294479,22.0858895706
3050866,Ballymoney Controlled Integrated Primary School,Primary,Primary,Controlled Integrated,2012,NORTH ROAD,BT536BW,Ballymoney,213,18,53,213,18,53,284.0,75.0,6.33802816901,18.661971831
3052071,Carhill Integrated Primary School,Primary,Primary,Controlled Integrated,2012,78 CARHILL ROAD,BT515PQ,Coleraine,16,6,10,16,6,10,32.0,50.0,18.75,31.25
3013333,Ballycastle Integrated Primary School,Primary,Primary,Controlled Integrated,2012,43 QUAY ROAD,BT546BJ,Ballycastle,58,62,40,58,62,40,160.0,36.25,38.75,25.0
3056231,Rathenraw Integrated Primary School,Primary,Primary,Controlled Integrated,2012,RATHENRAW ESTATE,BT412TA,Antrim,27,25,17,27,25,17,69.0,39.1304347826,36.231884058,24.6376811594
3056248,Round Tower Integrated Primary School,Primary,Primary,Controlled Integrated,2012,DURNISH ROAD,BT412TH,Antrim,85,73,114,85,73,114,272.0,31.25,26.8382352941,41.9117647059
3066544,Millstrand Integrated Primary School,Primary,Primary,GM Integrated,2012,33 DHU VARREN,BT568EW,Portrush,71,76,42,71,76,42,189.0,37.5661375661,40.2116402116,22.2222222222
3066551,Braidside Integrated Primary School,Primary,Primary,GM Integrated,2012,87 FRY'S ROAD,BT437EN,Ballymena,135,144,87,135,144,87,366.0,36.8852459016,39.3442622951,23.7704918033
3066561,Corran Integrated Primary School,Primary,Primary,GM Integrated,2012,BLACK CAVE ROAD,BT401TP,Larne,73,94,45,73,94,45,212.0,34.4339622642,44.3396226415,21.2264150943
3066568,Acorn Integrated Primary School,Primary,Primary,GM Integrated,2012,110 VICTORIA ROAD,BT387JL,Carrickfergus,118,81,28,118,81,28,227.0,51.9823788546,35.6828193833,12.3348017621
3066613,Spires Integrated Primary School,Primary,Primary,GM Integrated,2012,84 MONEYMORE ROAD,BT456HH,Magherafelt,68,73,56,68,73,56,197.0,34.5177664975,37.0558375635,28.4263959391
3066652,Maine Integrated Primary School,Primary,Primary,GM Integrated,2012,93 PORTGLENONE ROAD,BT413AH,Randalstown,37,43,29,37,43,29,109.0,33.9449541284,39.4495412844,26.6055045872
3620012,Dalriada School,Primary,Preparatory,Voluntary,2012,ST JAMES' ROAD,BT536BL,Ballymoney,43,12,12,43,12,12,67.0,64.1791044776,17.9104477612,17.9104477612
4010512,Mckinney Primary School Dundrod,Primary,Primary,Controlled,2012,3 LEATHENSTOWN ROAD,BT294HX,Crumlin,109,7,21,109,7,21,137.0,79.5620437956,5.10948905109,15.3284671533
4010720,Ballycarrickmaddy Primary School,Primary,Primary,Controlled,2012,1A KILLULTAGH ROAD,BT282NX,Lisburn,119,0,30,119,0,30,149.0,79.8657718121,0.0,20.1342281879
4010743,Largymore Primary School,Primary,Primary,Controlled,2012,HILLHALL ROAD,BT275BT,Lisburn,76,<5,>=5,76,4,24,104.0,73.0769230769,3.84615384615,23.0769230769
4010762,Brownlee Primary School,Primary,Primary,Controlled,2012,WALLACE AVENUE,BT274AA,Lisburn,99,13,56,99,13,56,168.0,58.9285714286,7.7380952381,33.3333333333
4010788,Dunmurry Primary School,Primary,Primary,Controlled,2012,GLENBURN ROAD,BT179AN,Belfast,61,12,89,61,12,89,162.0,37.6543209877,7.40740740741,54.9382716049
4010807,Lisburn Central Primary School,Primary,Primary,Controlled,2012,52-56 HILLSBOROUGH ROAD,BT281JJ,Lisburn,115,12,67,115,12,67,194.0,59.2783505155,6.18556701031,34.5360824742
4010882,Seymour Hill Primary School,Primary,Primary,Controlled,2012,HAZEL AVENUE,BT179QX,Belfast,152,<5,>=5,152,4,48,204.0,74.5098039216,1.96078431373,23.5294117647
4010885,Tonagh Primary School,Primary,Primary,Controlled,2012,TONAGH AVENUE,BT281DQ,Lisburn,55,6,135,55,6,135,196.0,28.0612244898,3.0612244898,68.8775510204
4011265,Ballyvester Primary School,Primary,Primary,Controlled,2012,244 KILLAUGHEY ROAD,BT210NF,Donaghadee,62,<5,>=5,62,4,19,85.0,72.9411764706,4.70588235294,22.3529411765
4011267,Loughries Primary School,Primary,Primary,Controlled,2012,2 BALLYBLACK ROAD,BT238SR,Newtownards,60,0,7,60,0,7,67.0,89.552238806,0.0,10.447761194
4011300,Grey Abbey Primary School,Primary,Primary,Controlled,2012,3 THE SQUARE,BT222QA,Newtownards,59,0,24,59,0,24,83.0,71.0843373494,0.0,28.9156626506
4011310,Carrickmannon Primary School,Primary,Primary,Controlled,2012,77 CARRICKMANNON ROAD,BT236JJ,Newtownards,85,0,10,85,0,10,95.0,89.4736842105,0.0,10.5263157895
4011345,Newtownards Model Primary School,Primary,Primary,Controlled,2012,SCRABO ROAD,BT234NW,Newtownards,274,6,106,274,6,106,386.0,70.9844559585,1.55440414508,27.4611398964
4011373,Kirkistown Primary School,Primary,Primary,Controlled,2012,MAIN ROAD,BT221JA,Newtownards,88,<5,>=5,88,4,42,134.0,65.671641791,2.98507462687,31.3432835821
4011462,Castle Gardens Primary School,Primary,Primary,Controlled,2012,69 BOWTOWN ROAD,BT238SH,Newtownards,189,<5,>=5,189,4,70,263.0,71.8631178707,1.52091254753,26.6159695817
4011488,Victoria Primary School (ballyhalbert),Primary,Primary,Controlled,2012,2 VICTORIA ROAD,BT221DQ,Newtownards,119,<5,>=5,119,4,24,147.0,80.9523809524,2.72108843537,16.3265306122
4011507,Portavogie Primary School,Primary,Primary,Controlled,2012,NEW HARBOUR ROAD,BT221EE,Newtownards,180,5,44,180,5,44,229.0,78.6026200873,2.18340611354,19.2139737991
4011566,Ballywalter Primary School,Primary,Primary,Controlled,2012,12 STUMP ROAD,BT222NT,Newtownards,121,0,47,121,0,47,168.0,72.0238095238,0.0,27.9761904762
4011567,Ballynahinch Primary School,Primary,Primary,Controlled,2012,CROOB PARK,BT248BB,Ballynahinch,229,<5,>=5,229,4,23,256.0,89.453125,1.5625,8.984375
4011578,Derryboy Primary School,Primary,Primary,Controlled,2012,20 MANSE ROAD,BT309LY,Crossgar,68,0,18,68,0,18,86.0,79.0697674419,0.0,20.9302325581
4011584,Carr Primary School,Primary,Primary,Controlled,2012,336 COMBER ROAD,BT276TB,Lisburn,34,<5,>=5,34,4,9,47.0,72.3404255319,8.51063829787,19.1489361702
4011587,Dundonald Primary School,Primary,Primary,Controlled,2012,10 CHURCH GREEN,BT162LP,Belfast,447,43,152,447,43,152,642.0,69.6261682243,6.69781931464,23.6760124611
4011588,Comber Primary School,Primary,Primary,Controlled,2012,DARRAGH ROAD,BT235BX,Newtownards,284,<5,>=5,284,4,51,339.0,83.7758112094,1.17994100295,15.0442477876
4011599,Castlewellan Primary School,Primary,Primary,Controlled,2012,2 CHURCH STREET,BT319EG,Castlewellan,56,7,14,56,7,14,77.0,72.7272727273,9.09090909091,18.1818181818
4011606,Gilnahirk Primary School,Primary,Primary,Controlled,2012,148 GILNAHIRK ROAD,BT57QQ,Belfast,293,15,102,293,15,102,410.0,71.4634146341,3.65853658537,24.8780487805
4011608,Anahilt Primary School,Primary,Primary,Controlled,2012,248 BALLYNAHINCH ROAD,BT266BP,Hillsborough,76,<5,>=5,76,4,43,123.0,61.7886178862,3.25203252033,34.9593495935
4011619,Dromara Primary School,Primary,Primary,Controlled,2012,36 HILLSBOROUGH ROAD,BT252BL,Dromara,128,14,43,128,14,43,185.0,69.1891891892,7.56756756757,23.2432432432
4011631,Holywood Primary School,Primary,Primary,Controlled,2012,HILLVIEW PLACE,BT189DL,Holywood,181,5,120,181,5,120,306.0,59.1503267974,1.6339869281,39.2156862745
4011632,Cregagh Primary School,Primary,Primary,Controlled,2012,MOUNT MERRION AVENUE,BT60FL,Belfast,89,<5,>=5,89,4,64,157.0,56.6878980892,2.54777070064,40.7643312102
4011634,Killyleagh Primary School,Primary,Primary,Controlled,2012,12 SHRIGLEY ROAD,BT309SR,Downpatrick,52,0,19,52,0,19,71.0,73.2394366197,0.0,26.7605633803
4011645,Crawfordsburn Primary School,Primary,Primary,Controlled,2012,4 COOTEHALL ROAD,BT191JA,Bangor,101,<5,>=5,101,4,127,232.0,43.5344827586,1.72413793103,54.7413793103
4011646,Victoria Primary School,Primary,Primary,Controlled,2012,EAST STREET,BT237DD,Newtownards,357,7,145,357,7,145,509.0,70.137524558,1.37524557957,28.4872298625
4011647,Ballykeigle Primary School,Primary,Primary,Controlled,2012,2 BALLYKEIGLE ROAD,BT235SD,Newtownards,26,0,14,26,0,14,40.0,65.0,0.0,35.0
4011650,Ballyholme Primary School,Primary,Primary,Controlled,2012,GLENBURN PARK,BT205RG,Bangor,352,19,247,352,19,247,618.0,56.9579288026,3.07443365696,39.9676375405
4011654,Donaghadee Primary School,Primary,Primary,Controlled,2012,NORTHFIELD ROAD,BT210BD,Donaghadee,>=5,<5,234,191,4,234,429.0,44.5221445221,0.932400932401,54.5454545455
4011657,Lisnasharragh Primary School,Primary,Primary,Controlled,2012,TUDOR DRIVE,BT69LS,Belfast,185,0,24,185,0,24,209.0,88.5167464115,0.0,11.4832535885
4011670,Clandeboye Primary School,Primary,Primary,Controlled,2012,CLANDEBOYE ROAD,BT203JW,Bangor,58,0,91,58,0,91,149.0,38.9261744966,0.0,61.0738255034
4011674,Knockbreda Primary School,Primary,Primary,Controlled,2012,WYNCHURCH ROAD,BT60JJ,Belfast,78,13,65,78,13,65,156.0,50.0,8.33333333333,41.6666666667
4011681,Millisle Primary School,Primary,Primary,Controlled,2012,ABBEY ROAD,BT222DD,Newtownards,133,<5,>=5,133,4,35,172.0,77.3255813953,2.32558139535,20.3488372093
4011683,Braniel Primary School,Primary,Primary,Controlled,2012,RAVENSWOOD PARK,BT57JU,Belfast,215,7,116,215,7,116,338.0,63.6094674556,2.07100591716,34.3195266272
4011688,Redburn Primary School,Primary,Primary,Controlled,2012,OLD HOLYWOOD ROAD,BT189QH,Holywood,41,<5,>=5,41,4,21,66.0,62.1212121212,6.06060606061,31.8181818182
4011698,Newcastle Primary School,Primary,Primary,Controlled,2012,SHIMNA ROAD,BT330AS,Newcastle,51,35,83,51,35,83,169.0,30.1775147929,20.7100591716,49.1124260355
4011699,Moneyrea Primary School,Primary,Primary,Controlled,2012,36 CHURCH ROAD,BT236BB,Newtownards,137,<5,>=5,137,4,35,176.0,77.8409090909,2.27272727273,19.8863636364
4013013,Belvoir Park Primary School,Primary,Primary,Controlled,2012,BELVOIR DRIVE,BT87DL,Belfast,171,18,70,171,18,70,259.0,66.0231660232,6.94980694981,27.027027027
4013023,Bloomfield Primary School,Primary,Primary,Controlled,2012,BLOOMFIELD ROAD SOUTH,BT197PN,Bangor,>=5,<5,192,175,4,192,371.0,47.1698113208,1.0781671159,51.7520215633
4013024,Cairnshill Primary School,Primary,Primary,Controlled,2012,6A CAIRNSHILL DRIVE,BT86RT,Belfast,>=5,<5,407,70,4,407,481.0,14.553014553,0.831600831601,84.6153846154
4013038,Tullycarnet Primary School,Primary,Primary,Controlled,2012,KING'S ROAD,BT57FH,Belfast,52,<5,>=5,52,3,5,60.0,86.6666666667,5.0,8.33333333333
4013043,Lead Hill Primary School,Primary,Primary,Controlled,2012,CASAELDONA PARK,BT69RD,Belfast,85,0,27,85,0,27,112.0,75.8928571429,0.0,24.1071428571
4013044,Carryduff Primary School,Primary,Primary,Controlled,2012,KILLYNURE ROAD,BT88EE,Belfast,136,<5,>=5,136,4,31,171.0,79.5321637427,2.33918128655,18.1286549708
4013045,Grange Park Primary School,Primary,Primary,Controlled,2012,GRANGE PARK,BT203QG,Bangor,227,14,123,227,14,123,364.0,62.3626373626,3.84615384615,33.7912087912
4013046,Alexander Dickson Primary School,Primary,Primary,Controlled,2012,COMBER ROAD,BT235TN,Newtownards,88,0,7,88,0,7,95.0,92.6315789474,0.0,7.36842105263
4013305,Harmony Hill Primary School,Primary,Primary,Controlled,2012,50 HARMONY HILL,BT274ES,Lisburn,317,23,249,317,23,249,589.0,53.8200339559,3.90492359932,42.2750424448
4013334,Knockmore Primary School,Primary,Primary,Controlled,2012,HERTFORD CRESCENT,BT281SA,Lisburn,81,27,35,81,27,35,143.0,56.6433566434,18.8811188811,24.4755244755
4016002,Kilcooley Primary School,Primary,Primary,Controlled,2012,GANAWAY AVENUE,BT191QS,Bangor,87,0,58,87,0,58,145.0,60.0,0.0,40.0
4016004,Londonderry Primary School,Primary,Primary,Controlled,2012,GLENBROOK ROAD,BT234EY,Newtownards,292,<5,>=5,292,4,69,365.0,80.0,1.09589041096,18.904109589
4016020,Carrowdore Primary School,Primary,Primary,Controlled,2012,CASTLE PLACE,BT222JJ,Carrowdore,79,0,56,79,0,56,135.0,58.5185185185,0.0,41.4814814815
4016067,Rathmore Primary School,Primary,Primary,Controlled,2012,RATHMORE ROAD,BT191DJ,Bangor,291,19,265,291,19,265,575.0,50.6086956522,3.30434782609,46.0869565217
4016083,West Winds Primary School,Primary,Primary,Controlled,2012,SUNDERLAND PARK,BT234RQ,Newtownards,125,<5,>=5,125,4,43,172.0,72.6744186047,2.32558139535,25.0
4016104,Moira Primary School,Primary,Primary,Controlled,2012,BACKWOOD ROAD,BT670LJ,Moira,281,42,76,281,42,76,399.0,70.4260651629,10.5263157895,19.0476190476
4016111,Towerview Primary School,Primary,Primary,Controlled,2012,100 TOWERVIEW CRESCENT,BT196AZ,Bangor,244,19,126,244,19,126,389.0,62.7249357326,4.88431876607,32.3907455013
4016123,Spa Primary School,Primary,Primary,Controlled,2012,59 BALLYMAGLAVE ROAD,BT248QB,Ballynahinch,104,<5,>=5,104,4,38,146.0,71.2328767123,2.7397260274,26.0273972603
4016126,Andrews Memorial Primary School,Primary,Primary,Controlled,2012,4 BALLYGOWAN ROAD,BT235PG,Newtownards,251,<5,>=5,251,4,65,320.0,78.4375,1.25,20.3125
4016144,Old Warren Primary School,Primary,Primary,Controlled,2012,147 DRUMBEG DRIVE,BT281QP,Lisburn,80,<5,>=5,80,4,35,119.0,67.2268907563,3.36134453782,29.4117647059
4016145,Killowen Primary School,Primary,Primary,Controlled,2012,20 LAURELHILL ROAD,BT282UH,Lisburn,245,12,153,245,12,153,410.0,59.756097561,2.92682926829,37.3170731707
4016192,Kilmaine Primary School,Primary,Primary,Controlled,2012,6 LYNDALE DRIVE,BT196EF,Bangor,326,18,323,326,18,323,667.0,48.8755622189,2.69865067466,48.4257871064
4016201,Academy Primary School,Primary,Primary,Controlled,2012,194 LISTOODER ROAD,BT247JA,Saintfield,316,10,86,316,10,86,412.0,76.6990291262,2.42718446602,20.8737864078
4016202,Ballinderry Primary School,Primary,Primary,Controlled,2012,1A CRUMLIN ROAD,BT282BF,Lisburn,142,7,53,142,7,53,202.0,70.297029703,3.46534653465,26.2376237624
4016235,Downpatrick Primary School,Primary,Primary,Controlled,2012,10 MOUNT CRESCENT,BT306AF,Downpatrick,66,75,67,66,75,67,208.0,31.7307692308,36.0576923077,32.2115384615
4016396,Killinchy Primary School,Primary,Primary,Controlled,2012,MAIN STREET,BT236PN,Newtownards,237,18,64,237,18,64,319.0,74.2946708464,5.64263322884,20.0626959248
4016399,Abbey Primary School,Primary,Primary,Controlled,2012,90 MOVILLA ROAD,BT238RQ,Newtownards,448,<5,>=5,448,4,171,623.0,71.9101123596,0.642054574639,27.4478330658
4016401,Pond Park Primary School,Primary,Primary,Controlled,2012,63 POND PARK ROAD,BT283BF,Lisburn,427,32,109,427,32,109,568.0,75.176056338,5.6338028169,19.1901408451
4016417,Maghaberry Primary School,Primary,Primary,Controlled,2012,17A MAGHABERRY ROAD,BT670JE,Craigavon,186,13,47,186,13,47,246.0,75.6097560976,5.28455284553,19.1056910569
4016430,Ballymagee Primary School,Primary,Primary,Controlled,2012,77 ASHBURY AVENUE,BT196ZG,Bangor,309,16,80,309,16,80,405.0,76.2962962963,3.95061728395,19.7530864198
4016441,Ballymacash Primary School,Primary,Primary,Controlled,2012,16 BROKERSTOWN ROAD,BT282EE,Lisburn,280,6,105,280,6,105,391.0,71.6112531969,1.53452685422,26.8542199488
4016503,Brooklands Primary School,Primary,Primary,Controlled,2012,BROOKLANDS AVENUE,BT162PA,Belfast,504,<5,>=5,504,4,10,518.0,97.2972972973,0.772200772201,1.9305019305
4016615,Riverdale Primary School,Primary,Primary,Controlled,2012,288 BALLYNAHINCH ROAD,BT275LX,Lisburn,175,<5,>=5,175,4,17,196.0,89.2857142857,2.04081632653,8.67346938776
4016636,Meadow Bridge Primary School,Primary,Primary,Controlled,2012,3 LANY ROAD,BT266JR,Hillsborough,209,5,41,209,5,41,255.0,81.9607843137,1.96078431373,16.0784313725
4016649,"Downshire Primary School,hillsborough",Primary,Primary,Controlled,2012,7 BALLYNAHINCH ROAD,BT266AR,Hillsborough,444,49,99,444,49,99,592.0,75.0,8.27702702703,16.722972973
4016650,Cumran Primary School,Primary,Primary,Controlled,2012,17 THE SQUARE,BT308RB,Downpatrick,147,17,36,147,17,36,200.0,73.5,8.5,18.0
4016681,Glasswater Primary School,Primary,Primary,Controlled,2012,6 John Street,BT309EG,Downpatrick,47,8,21,47,8,21,76.0,61.8421052632,10.5263157895,27.6315789474
4030573,Ballymacward Primary School,Primary,Primary,RC Maintained,2012,22 ROCK ROAD,BT283SU,Lisburn,<5,>=5,<5,4,57,4,65.0,6.15384615385,87.6923076923,6.15384615385
4030823,Ballymacrickett Primary School,Primary,Primary,RC Maintained,2012,44 SCROGGY ROAD,BT294NE,Crumlin,0,>=5,<5,0,307,4,311.0,0.0,98.7138263666,1.28617363344
